url,name,phone number,website,contact name,zipcode,state,city,typical job costs,license number,address,review,project_count,description,category_page_url
https://www.houzz.com/pro/brucewilsoncontracting/bruce-wilson-contracting,Bruce Wilson Contracting,(610) 282-0822,,BRUCE WILSON LEED AP,,18036,Coopersburg,"$200 - 150,000",PA01930,Coopersburg,,,"Environmentally Sustainable Renovation, Restoration and New Construction as well as Additions, Bathrooms, Kitchens, Garages & Sheds, Aging-in-Place Renovations, Basement Finishing, Custom Woodworking. Home Performance Contracting and Deep energy retrofits
Services Provided
Renovation, Restoration and New Construction as well as Additions, Bathrooms, Kitchens, Garages & Sheds, Aging-in-Place Renovations, Basement Finishing, Custom Woodworking. Home Performance Contracting and Deep energy retrofits
Areas Served
The greater Lehigh Valley Area
Certifications and Awards
LEED AP
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/105
https://www.houzz.com/pro/gsdrenovations/gsd-renovations-llc,"GSD Renovations, LLC",(610) 248-3116,,Greg Davis,,18055,Hellertown,,,Hellertown,,,"Large and small renovation projects
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/120
https://www.houzz.com/pro/jadesgeneralcontractor/jadesgeneralcontractor,jadesgeneralcontractor,(610) 844-1610,,Misho Hanna,,18109,allentown,,,122 n Ellsworth st,,,,https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/135
https://www.houzz.com/pro/polarbear140/riverside-construction,Riverside construction,(610) 905-9374,,Dean Brown,,18040,Easton,,Pa095328,Easton,,,"Residential and commercial
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/150
https://www.houzz.com/pro/craiglt/ry-jen-constr,RY-JEN constr.,(484) 555-9166,,Craig,,18017,Kingston,,,Kingston,,,,https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/165
https://www.houzz.com/pro/errico45/ps-construction-inc,PS Construction  inc.,(610) 346-8677,http://www.psbuilding.com,Dianna,,18930,Kintnersville,,,Kintnersville,,,,https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/180
https://www.houzz.com/pro2/r5holding/r-5-holding,R-5 Holding,(610) 746-6500,,"Lewis Ronca, Owner",,18020,Bethlehem,,,179 Mikron Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/195
https://www.houzz.com/pro2/mvbuildersn69055307/m-v-builders,M V Builders,(610) 866-4678,,,,18018,Bethlehem,,,35 E Elizabeth Ave,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/195
https://www.houzz.com/pro2/westsoncontractors/west-son-contractors,West & Son Contractors,(610) 868-3116,,,,18018,Bethlehem,,,1747 W Broad St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/210
https://www.houzz.com/pro2/novakhomeimprovements/novak-home-improvements,NOVAK HOME IMPROVEMENTS,(610) 868-6090,http://www.johnrnovak.com,,,18002,Lehigh Valley,,,Lehigh Valley,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/225
https://www.houzz.com/pro2/posavekconstructioninc0gwhys/posavek-construction-inc,Posavek Construction Inc,(610) 866-6302,http://POSAVEK.COM,,,18017,Bethlehem,,,1321 Stefko Blvd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/240
https://www.houzz.com/pro2/easternexteriorwallsystemsinc945979/eastern-exterior-wall-systems-inc,Eastern Exterior Wall Systems Inc,(610) 868-7891,http://EEWS.COM,"Charles Marcon, President",,18017,Bethlehem,,,3135 Schoenersville Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/240
https://www.houzz.com/pro2/brooksassociates179dw4/brooks-associates,Brooks & Associates,(610) 332-1082,,,,18018,Bethlehem,,,3 E North St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/255
https://www.houzz.com/pro2/roncadonaldjinc0d4y5l/ronca-donald-j-inc,Ronca Donald J Inc,(610) 867-9425,,,,18015,Bethlehem,,,113 W 4th St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/270
https://www.houzz.com/pro2/nelloconstruction277758/nello-construction,Nello Construction,(724) 223-7969,,,,18015,Bethlehem,,,150 Sr 519 N,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/285
https://www.houzz.com/pro2/lehighvalleycontractorsassociation1c8ef85/lehigh-valley-contractors-association,Lehigh Valley Contractors Association,(610) 691-1414,,"Jack James, Executive Director",,18018,BETHLEHEM,,,1414 MILLARD ST,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/300
https://www.houzz.com/pro2/mitmangroupllcthed74c33f/mitman-group-llc-the,"Mitman Group, LLC, The",(610) 419-1684,,Mark Mitman,,18018,Bethlehem,,,26 W Broad St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/315
https://www.houzz.com/pro2/dennatconstructionmanagementllc23r944/dennat-construction-management-llc,Dennat Construction & Management LLC,(484) 221-8890,,,,18002,Lehigh Valley,,,Lehigh Valley,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/330
https://www.houzz.com/pro2/mannandmanngeneralcontractore40fc03/mann-and-mann-general-contractor,Mann And Mann General Contractor,(610) 248-6894,,Mann,,18018,Bethlehem,,,1523 High St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/345
https://www.houzz.com/pro2/joshgebhardcontractorcf67f8d/josh-gebhard-contractor,Josh Gebhard Contractor,(610) 428-2516,,Josh Gebhard,,18015,Bethlehem,,,1712 Coal Yard Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/360
https://www.houzz.com/pro2/warrencountywoodworksllc50b1942/warren-county-woodworks-llc,Warren County Woodworks Llc,(908) 489-1945,,,,18055,Hellertown,,,440 Wassergass Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/375
https://www.houzz.com/pro2/dewaynerrickertcustomcraftsman25482b9/dewayne-r-rickert-custom-craftsman,DeWayne R. Rickert Custom Craftsman,(484) 373-8562,http://dewaynerrickertcustom.smrated.com/,,,18045,Easton,,,463 Coutnry Club Road,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/390
https://www.houzz.com/pro2/embracehomeloans39b1a65/embrace-home-loans,Embrace Home Loans,(570) 236-7533,,"Barbara Marchette, Financial Manager/Director",,18018,BETHLEHEM,,,1 W BROAD ST FRNT,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/405
https://www.houzz.com/pro2/chesterjpetchonka73317a3/chester-j-petchonka,Chester J Petchonka,(610) 837-5189,,Chester J Petchonka,,18017,Bethlehem,,,7094 Birmingham Square,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/420
https://www.houzz.com/pro2/jrcontractingbb0d0c0/j-r-contracting,J R Contracting,(610) 691-1693,,Volzone,,18020,Bethlehem,,,4990 Chelsea Drive,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/435
https://www.houzz.com/pro2/brianmorganconstruction63d82b9/brian-morgan-construction,Brian Morgan Construction,(610) 867-4881,,Brian Morgan,,18018,Bethlehem,,,1818 Richmond Ave,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/450
https://www.houzz.com/pro2/structuralservicesinc6dc33ff/structural-services-inc,"Structural Services, Inc.",(610) 866-8108,,"Joe Patterson, VP/General Manager",,18017,BETHLEHEM,,,3735 KIM ST,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/465
https://www.houzz.com/pro2/mazziottaconstructioncompany43rmno/mazziotta-construction-company,Mazziotta Construction Company,(610) 882-3010,,,,18015,Bethlehem,,,311 Van Buren St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/465
https://www.houzz.com/pro2/angelovillanisonsinc59d8199/angelo-villani-sons-inc,"Angelo Villani & Sons, Inc.",(610) 868-9805,,,,18017,Bethlehem,,,221 West Langhorne Avenue,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/480
https://www.houzz.com/pro2/dunntwiggarpropertyadvisorsllc0klsaf/dunn-twiggar-property-advisors-llc,Dunn Twiggar Property Advisors Llc,(610) 865-0877,,,,18017,Bethlehem,,,1665 Valley Center Pkwy Ste 110,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/495
https://www.houzz.com/pro2/totalhomerepairs2iutkk/total-home-repairs,Total Home Repairs,(610) 882-3074,,,,18018,Bethlehem,,,936 Center St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/510
https://www.houzz.com/pro2/elliotbuildinggroup1e7d644/elliot-building-group,Elliot Building Group,(610) 258-3090,,,,18045,Easton,,,4265 Fieldstone Dr,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/525
https://www.houzz.com/pro2/commerceconstructioncolp5qo5bv/commerce-construction-co-lp,Commerce Construction Co  LP,(610) 866-1247,,,,18015,Bethlehem,,,3419 Commerce Center Blvd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/540
https://www.houzz.com/pro2/jafodevelopmentcorp/jafo-development-corp,Jafo Development Corp,(610) 252-7606,http://WAGNERFARMS.COM,"Mark Wagner, Ceo",,18045,Easton,,,720 Sheridan Dr Ste B,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/555
https://www.houzz.com/pro2/patryangeneralcontractorllc320n7t/ryan-pat-general-contractor-llc-general-contractor,Ryan Pat General Contractor Llc General Contractor,(610) 746-9776,,,,18020,Bethlehem,,,4203 E Mayfield Cir,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/570
https://www.houzz.com/pro2/abeareaglass5rq1xz/a-b-e-area-glass,A B E Area Glass,(610) 923-8180,http://abeareaglass.com,,,18045,Easton,,,4055 William Penn Hwy,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/585
https://www.houzz.com/pro2/jhpaving5t245h/j-h-paving,J H Paving,(610) 838-2558,,,,18055,Hellertown,,,Hellertown,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/585
https://www.houzz.com/pro2/dugganmarconincnpq206903/duggan-marcon-inc,DUGGAN & MARCON INC,(610) 866-5959,http://www.dugganandmarcon.com,"Frank Boyer, President",,18017,BETHLEHEM,,,3400 HIGH POINT BLVD,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/600
https://www.houzz.com/pro2/tdservices/t-d-services,T-D Services,(610) 838-8600,,"Adelino Tavares, Owner",,18055,Hellertown,,,202 Main St Unit 2,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/615
https://www.houzz.com/pro2/poczakwilliamgeneralhomeimprovement2lmkh5/poczak-william-general-home-improvement,Poczak William General Home Improvement,(610) 865-4903,,,,18018,Bethlehem,,,2036 Cloverdale Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/615
https://www.houzz.com/pro2/scotthorton0l1r5j/scott-horton,Scott Horton,(610) 253-8878,,Scott Horton,,18042,Easton,,,40 Stage Coach Dr,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/630
https://www.houzz.com/pro2/pennsylvaniasitecontr210qm9/pennsylvania-site-contr,Pennsylvania Site Contr,(610) 266-1700,http://PASITECO.COM,"Andrew Talago, Owner",,18109,Allentown,,,201 Lloyd St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/645
https://www.houzz.com/pro2/njpconstructioninc143064/n-j-pconstruction-inc,N J Pconstruction Inc,(610) 253-2230,,,,18042,Easton,,,1072 Grand,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/660
https://www.houzz.com/pro2/raulsmaintenancef73672c/rauls-maintenance,Rauls Maintenance,(610) 504-0111,,,,18109,Allentown,,,446 N. Oswego St.,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/675
https://www.houzz.com/pro2/beconstruction74405d8/b-e-construction,B E Construction,(484) 951-4298,,,,18109,Allentown,,,410 North Irving Street,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/690
https://www.houzz.com/pro2/schultzinstallations226afba/schultz-installations,Schultz Installations,(484) 860-2401,,,,18042,Easton,,,1401 Washington St Apt 2 Rear,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/705
https://www.houzz.com/pro2/birdseyeviewconstruction5d330f5/birds-eye-view-construction,Birds Eye View Construction,(484) 241-9401,,,,18042,Easton,,,142 Nevin Terrace,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/720
https://www.houzz.com/pro2/jiannettacontracting578a6ee/jiannetta-contracting,Jiannetta Contracting,(484) 347-8447,,Jiannetta,,18042,Easton,,,1523 Washington Street,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/735
https://www.houzz.com/pro2/elekwilliamgeneralservicesllc/elek-william-general-services-llc,Elek William General Services LLC,(610) 437-4251,http://ELEKPLUMBING.COM,"Donald Harris, Owner",,18109,Allentown,,,1101 Airport Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/750
https://www.houzz.com/pro2/elekservices4upid0/elek-services,Elek Services,(610) 432-7001,,,,18109,Allentown,,,1101 Airport Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/750
https://www.houzz.com/pro2/marcksbrothersimprovementsinc/marcks-brothers-improvements-inc,Marcks Brothers Improvements Inc,(610) 434-8641,,,,18109,Allentown,,,745 E Highland St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/765
https://www.houzz.com/pro2/hodermanjohncgeneralcontractor0k2430/hoderman-john-c-general-contractor,Hoderman John C General Contractor,(610) 261-1607,,"John Hoderman, General Contractor",,18017,Bethlehem,,,5397 Mohawk Dr,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/780
https://www.houzz.com/pro2/intercountypaving4ee3fz/intercounty-paving,Intercounty Paving,(484) 281-3128,,,,18014,Bath,,,107 E Main St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/795
https://www.houzz.com/pro2/baraketconstruction/baraket-construction,Baraket Construction,(610) 797-0542,,"Ed Baraket, Owner",,18103,Allentown,,,1322 Tweed Ave,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/795
https://www.houzz.com/pro2/airsystemsserviceco0lwhj3/air-systems-service-co,Air Systems Service Co,(610) 759-7446,,,,18064,Nazareth,,,168 S Cedar St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/810
https://www.houzz.com/pro2/northamptonglassworks3n8x7y/northampton-glass-works,Northampton Glass Works,(610) 252-2002,,,,18042,Easton,,,645 Northampton St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/825
https://www.houzz.com/pro2/blueeaglecustombuilders/blue-eagle-custom-builders,BLUE EAGLE CUSTOM BUILDERS,(610) 759-3828,,,,18064,Nazareth,,,21 S Main St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/825
https://www.houzz.com/pro2/snydershomeimprovements2bd4834/snyders-home-improvements,Snyders Home Improvements,(610) 417-4029,,,,18064,Nazareth,,,511 Jacobsburg Rd,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/840
https://www.houzz.com/pro2/timmollhomeimprovements3f9b6ae/tim-moll-home-improvements,Tim Moll Home Improvements,(484) 357-8445,,,,18064,Nazareth,,,341 Robin Drive,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/855
https://www.houzz.com/pro2/afccebe624a/afcc,Afcc,(484) 357-7637,,,,18064,Nazareth,,,PO Box 294,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/855
https://www.houzz.com/pro2/garrisongoodman56ec037/garrison-goodman,Garrison Goodman,(484) 725-9505,,,,18064,Nazareth,,,2820 Bath Pike,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/870
https://www.houzz.com/pro2/troybuilthomeremodeling158756/troybuilt-home-remodeling,Troybuilt Home Remodeling,(610) 746-8769,,,,18064,Nazareth,,,Nazareth,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/885
https://www.houzz.com/pro2/vanstryconstructionllc4c058eb/van-stry-construction-llc,Van Stry Construction Llc,(610) 972-6500,,,,18032,Catasauqua,,,1032 5th St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/900
https://www.houzz.com/pro2/llmasoncontractorso8t169744/l-l-mason-contractors,L & L MASON CONTRACTORS,(610) 923-7926,http://LANDLMASONCONTRACTORS.COM,,,18042,Easton,,,2000 S Delaware Dr,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/915
https://www.houzz.com/pro2/homeimprovemenje0hs66w/home-improvemen-j-e,Home Improvemen J & E,(610) 231-1867,,,,18032,Catasauqua,,,241 Front St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/930
https://www.houzz.com/pro2/molinattisons0yi664/molinatti-sons,Molinatti Sons,(610) 434-5836,,"Tony Molinatti, Owner",,18102,Allentown,,,395 W Cedar St,1,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/945
https://www.houzz.com/pro2/paxos032025/paxos,Paxos,(610) 443-0722,,,,18052,Whitehall,,,2002 Arey Ln,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/960
https://www.houzz.com/pro2/morningcall961a0dd/morning-call,Morning Call,(610) 820-6120,,Diane Wampole,,18101,Allentown,,,101 N 6th St,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/975
https://www.houzz.com/pro2/curtistotalservice40b4s6/curtis-total-service,Curtis Total Service,(610) 298-5203,,,,18101,Allentown,,,Serving the Lehigh Valley An,0,,"Is this your business?
With a free Houzz profile, you can:
",https://www.houzz.com/professionals/general-contractor/c/Middletown--PA/d/10/p/990
